t,state,q,z,h_ref,release_cmd,apex_event,last_apex
0.48333333333333284,stance,0.016105111977964624,0.010990639770639618,0.550000011920929,0.16,0,
0.4874999999999995,stance,0.016245887365801626,0.010990658069804775,0.550000011920929,0.16,0,
0.49166666666666614,stance,0.016384077445676923,0.01099066633660949,0.550000011920929,0.16,0,
0.4958333333333328,stance,0.01652069891500011,0.010990670908623,0.550000011920929,0.16,0,
0.49999999999999944,stance,0.016656262909018078,0.010990673760122482,0.550000011920929,0.16,0,
0.5041666666666661,stance,0.016791026885828387,0.010990675783501713,0.550000011920929,0.16,0,
0.5083333333333327,stance,0.01692512112776935,0.010990677474709935,0.550000011920929,0.16,0,
0.5124999999999994,stance,0.017058611521748403,0.01099067974758232,0.550000011920929,0.16,0,
0.516666666666666,stance,0.017191530744492218,0.010990683770056707,0.550000011920929,0.16,0,
0.5208333333333327,stance,0.017323895964878825,0.010990688803029216,0.550000011920929,0.16,0,
0.5249999999999994,stance,0.017455716728931942,0.01099069463646834,0.550000011920929,0.16,0,
0.529166666666666,stance,0.017586998843589528,0.010990701279207628,0.550000011920929,0.16,0,
0.5333333333333327,stance,0.01771774630280592,0.01099070896429928,0.550000011920929,0.16,0,
0.5374999999999993,stance,0.01784796216185966,0.010990717738215758,0.550000011920929,0.16,0,
0.541666666666666,stance,0.017977649494398822,0.010990726861179542,0.550000011920929,0.16,0,
0.5458333333333326,stance,0.018106810926651878,0.010990736512990443,0.550000011920929,0.16,0,
0.5499999999999993,stance,0.018235448951618025,0.010990746717609258,0.550000011920929,0.16,0,
0.5541666666666659,stance,0.018363566407247255,0.010990757356497773,0.550000011920929,0.16,0,
0.5583333333333326,stance,0.018491165707859462,0.010990768411855886,0.550000011920929,0.16,0,
0.5624999999999992,stance,0.01861824907639414,0.010990779844750278,0.550000011920929,0.16,0,
0.5666666666666659,stance,0.018744818732261137,0.010990791946371637,0.550000011920929,0.16,0,
0.5708333333333325,stance,0.018870877159170362,0.010990804002528392,0.550000011920929,0.16,0,
0.5749999999999992,stance,0.018996426666339335,0.010990816081526569,0.550000011920929,0.16,0,
0.5791666666666658,stance,0.01912146949147913,0.010990828251281282,0.550000011920929,0.16,0,
0.5833333333333325,stance,0.01924600781559627,0.010990840493656319,0.550000011920929,0.16,0,
0.5874999999999991,stance,0.019370043872193664,0.010990852724253944,0.550000011920929,0.16,0,
0.5916666666666658,stance,0.0194935800375897,0.010990864866786293,0.550000011920929,0.16,0,
0.5958333333333324,stance,0.01961661654766215,0.010990877506473897,0.550000011920929,0.16,0,
0.5999999999999991,stance,0.019739156494782924,0.010990889425446626,0.550000011920929,0.16,0,
0.6041666666666657,stance,0.019861202534285805,0.010990900796160387,0.550000011920929,0.16,0,
0.6083333333333324,stance,0.01998275704744787,0.010990911813515717,0.550000011920929,0.16,0,
0.612499999999999,stance,0.0201038222618378,0.010990922505108901,0.550000011920929,0.16,0,
0.6166666666666657,stance,0.020224400370017267,0.010990932830795972,0.550000011920929,0.16,0,
0.6208333333333323,stance,0.02034449347700059,0.01099094276510985,0.550000011920929,0.16,0,
0.624999999999999,stance,0.020464103628995926,0.010990952291074137,0.550000011920929,0.16,0,
0.6291666666666657,stance,0.02058323284620586,0.010990961391247212,0.550000011920929,0.16,0,
0.6333333333333323,stance,0.02070188313030908,0.010990970052920816,0.550000011920929,0.16,0,
0.637499999999999,stance,0.020820056468362498,0.01099097826766939,0.550000011920929,0.16,0,
0.6416666666666656,stance,0.020937754834708642,0.010990986030458592,0.550000011920929,0.16,0,
0.6458333333333323,stance,0.021054980198856422,0.010990993335804772,0.550000011920929,0.16,0,
0.6499999999999989,stance,0.021171734522033955,0.010991000182357427,0.550000011920929,0.16,0,
0.6541666666666656,stance,0.02128801974492287,0.010991006577185804,0.550000011920929,0.16,0,
0.6583333333333322,stance,0.02140383779283946,0.01099101252745233,0.550000011920929,0.16,0,
0.6624999999999989,compress,0.02151919057809782,0.01099101804114997,0.550000011920929,0.16,0,
0.6666666666666655,compress,0.02153399908247793,0.01099077089171468,0.550000011920929,0.16,0,
0.6708333333333322,compress,0.021498506544661174,0.01099077122614892,0.550000011920929,0.16,0,
0.6749999999999988,compress,0.02143797737344463,0.010990880836483502,0.550000011920929,0.16,0,
0.6791666666666655,compress,0.02136506663750756,0.010990961161062,0.550000011920929,0.16,0,
0.6833333333333321,compress,0.021286113010109395,0.010990997955972578,0.550000011920929,0.16,0,
0.6874999999999988,compress,0.021204295926154818,0.010991011176083077,0.550000011920929,0.16,0,
0.6916666666666654,compress,0.021121211257542485,0.010991014907836152,0.550000011920929,0.16,0,
0.6958333333333321,compress,0.021037659529709547,0.010991014924226862,0.550000011920929,0.16,0,
0.6999999999999987,compress,0.020954041833808647,0.010991013188043595,0.550000011920929,0.16,0,
0.7041666666666654,compress,0.020870558744278737,0.010991010485018757,0.550000011920929,0.16,0,
0.708333333333332,compress,0.020787310274474488,0.010991007227348838,0.550000011920929,0.16,0,
0.7124999999999987,compress,0.020704345965460225,0.010991003662881884,0.550000011920929,0.16,0,
0.7166666666666653,compress,0.020621690004202664,0.010990999938603916,0.550000011920929,0.16,0,
0.720833333333332,compress,0.020539353855095935,0.010990996134154309,0.550000011920929,0.16,0,
0.7249999999999986,compress,0.0204573425985679,0.010990992293848085,0.550000011920929,0.16,0,
0.7291666666666653,compress,0.02037565811273025,0.01099098844523677,0.550000011920929,0.16,0,
0.733333333333332,compress,0.020294300670506193,0.010990984607738747,0.550000011920929,0.16,0,
0.7374999999999986,compress,0.020213269741343666,0.010990980796444593,0.550000011920929,0.16,0,
0.7416666666666653,compress,0.020132564393673683,0.010990977023893466,0.550000011920929,0.16,0,
0.7458333333333319,compress,0.020052183496987282,0.01099097330095963,0.550000011920929,0.16,0,
0.7499999999999986,compress,0.01997212582334523,0.010990969637302016,0.550000011920929,0.16,0,
0.7541666666666652,compress,0.019892390087019107,0.010990966043770126,0.550000011920929,0.16,0,
0.7583333333333319,compress,0.019812974984290622,0.010990962527525343,0.550000011920929,0.16,0,
0.7624999999999985,compress,0.019733879208957004,0.010990959094415524,0.550000011920929,0.16,0,
0.7666666666666652,compress,0.01965510145633079,0.010990955750286751,0.550000011920929,0.16,0,
0.7708333333333318,compress,0.019576640423601296,0.010990952500793242,0.550000011920929,0.16,0,
0.7749999999999985,compress,0.01949849481299142,0.010990949350533923,0.550000011920929,0.16,0,
0.7791666666666651,compress,0.019420663332765882,0.010990946303280427,0.550000011920929,0.16,0,
0.7833333333333318,compress,0.01934314469712484,0.010990943362168795,0.550000011920929,0.16,0,
0.7874999999999984,compress,0.019265937626182925,0.010990940529671069,0.550000011920929,0.16,0,
0.7916666666666651,compress,0.019189040845978368,0.010990937807589583,0.550000011920929,0.16,0,
0.7958333333333317,compress,0.019112453088494828,0.010990935197080682,0.550000011920929,0.16,0,
0.7999999999999984,compress,0.019036173091686055,0.010990932698689436,0.550000011920929,0.16,0,
0.804166666666665,compress,0.018960199599497563,0.010990930312385707,0.550000011920929,0.16,0,
0.8083333333333317,compress,0.018884531361882072,0.010990928037601372,0.550000011920929,0.16,0,
0.8124999999999983,compress,0.0188091671348076,0.010990925873267715,0.550000011920929,0.16,0,
0.816666666666665,compress,0.018734105680257854,0.010990923817853613,0.550000011920929,0.16,0,
0.8208333333333316,compress,0.018659345766224904,0.01099092186940449,0.550000011920929,0.16,0,
0.8249999999999983,compress,0.01858488616669472,0.010990920025580574,0.550000011920929,0.16,0,
0.8291666666666649,compress,0.018510725661625895,0.010990918283695309,0.550000011920929,0.16,0,
0.8333333333333316,compress,0.01843686303692196,0.010990916640753605,0.550000011920929,0.16,0,
0.8374999999999982,compress,0.018363297084398048,0.01099091509348856,0.550000011920929,0.16,0,
0.8416666666666649,compress,0.018290026601742233,0.010990913638397961,0.550000011920929,0.16,0,
0.8458333333333315,compress,0.018217050392472223,0.010990912271779238,0.550000011920929,0.16,0,
0.8499999999999982,compress,0.01814436726588777,0.010990910989763621,0.550000011920929,0.16,0,
0.8541666666666649,compress,0.0180719760370195,0.010990909788348284,0.550000011920929,0.16,0,
0.8583333333333315,compress,0.01799987552657441,0.010990908663427749,0.550000011920929,0.16,0,
0.8624999999999982,compress,0.017928064560878705,0.010990907610823195,0.550000011920929,0.16,0,
0.8666666666666648,compress,0.01785654197181835,0.010990906626310122,0.550000011920929,0.16,0,
0.8708333333333315,compress,0.017785306596777746,0.010990905705644668,0.550000011920929,0.16,0,
0.8749999999999981,compress,0.017714357278576898,0.010990904844587989,0.550000011920929,0.16,0,
0.8791666666666648,compress,0.017643692865407595,0.010990904038928674,0.550000011920929,0.16,0,
0.8833333333333314,compress,0.017573312210768865,0.01099090328450366,0.550000011920929,0.16,0,
0.8874999999999981,compress,0.01750321417340204,0.010990902577217224,0.550000011920929,0.16,0,
0.8916666666666647,compress,0.017433397617225756,0.010990901913058375,0.550000011920929,0.16,0,
0.8958333333333314,compress,0.017363861411271247,0.010990901288116178,0.550000011920929,0.16,0,
0.899999999999998,compress,0.01729460442961804,0.010990900698593832,0.550000011920929,0.16,0,
0.9041666666666647,compress,0.017225625551330465,0.010990900140820629,0.550000011920929,0.16,0,
0.9083333333333313,compress,0.01715692366039507,0.010990899611262681,0.550000011920929,0.16,0,
0.912499999999998,compress,0.017088497645659232,0.010990899106531744,0.550000011920929,0.16,0,
0.9166666666666646,compress,0.017020346400771096,0.010990898623392779,0.550000011920929,0.16,0,
0.9208333333333313,compress,0.016952468824120943,0.010990898158770102,0.550000011920929,0.16,0,
0.9249999999999979,compress,0.01688486381869324,0.010990897709765985,0.550000011920929,0.16,0,
0.9291666666666646,compress,0.01681753029159965,0.010990897273713789,0.550000011920929,0.16,0,
0.9333333333333312,compress,0.016750467154845593,0.010990896847987866,0.550000011920929,0.16,0,
0.9374999999999979,compress,0.016683673325120073,0.010990896430164482,0.550000011920929,0.16,0,
0.9416666666666645,compress,0.016617147723671295,0.010990896018011717,0.550000011920929,0.16,0,
0.9458333333333312,compress,0.016550889276219567,0.010990895609471132,0.550000011920929,0.16,0,
0.9499999999999978,compress,0.016484896912890686,0.010990895202650687,0.550000011920929,0.16,0,
0.9541666666666645,compress,0.01641916956816139,0.010990894795822081,0.550000011920929,0.16,0,
0.9583333333333311,compress,0.016353706180812257,0.010990894387417637,0.550000011920929,0.16,0,
0.9624999999999978,compress,0.016288505693885177,0.010990893976026653,0.550000011920929,0.16,0,
0.9666666666666645,compress,0.016223567054644252,0.01099089356039063,0.550000011920929,0.16,0,
0.9708333333333311,compress,0.01615888921453928,0.01099089313939827,0.550000011920929,0.16,0,
0.9749999999999978,compress,0.01609447112917152,0.010990892712079836,0.550000011920929,0.16,0,
0.9791666666666644,compress,0.016030311758261535,0.010990892277601182,0.550000011920929,0.16,0,
0.9833333333333311,compress,0.015966410065618945,0.010990891835257553,0.550000011920929,0.16,0,
0.9874999999999977,compress,0.015902765019113984,0.010990891384467093,0.550000011920929,0.16,0,
0.9916666666666644,compress,0.01583937559065084,0.01099089092476398,0.550000011920929,0.16,0,
0.995833333333331,compress,0.015776240756142562,0.01099089045579185,0.550000011920929,0.16,0,
0.9999999999999977,compress,0.01571335949548765,0.010990889977296442,0.550000011920929,0.16,0,
1.0041666666666644,compress,0.015650730792548022,0.010990889489119013,0.550000011920929,0.16,0,
1.008333333333331,compress,0.015588353635128446,0.010990888991189099,0.550000011920929,0.16,0,
1.0124999999999977,compress,0.01552622701495723,0.010990888483517789,0.550000011920929,0.16,0,
1.0166666666666644,release,0.015464349927668234,0.01099088796619055,0.550000011920929,0.16,0,
1.020833333333331,release,0.015723150906405886,0.010992111768140895,0.550000011920929,0.16,0,
1.0249999999999977,release,0.016141549216427103,0.0109918442881468,0.550000011920929,0.16,0,
1.0291666666666643,release,0.01663878741377093,0.01099143824570421,0.550000011920929,0.16,0,
1.033333333333331,release,0.017174412986182302,0.010991177736656775,0.550000011920929,0.16,0,
1.0374999999999976,release,0.01772816154851777,0.0109910456871922,0.550000011920929,0.16,0,
1.0416666666666643,release,0.018289877740225585,0.010990979564190104,0.550000011920929,0.16,0,
1.045833333333331,release,0.018854466714278477,0.010990940918392342,0.550000011920929,0.16,0,
1.0499999999999976,release,0.01941936935994555,0.01099091784462132,0.550000011920929,0.16,0,
1.0541666666666643,release,0.019983298784489022,0.010990905315367073,0.550000011920929,0.16,0,
1.058333333333331,release,0.020545613321315995,0.010990897032189011,0.550000011920929,0.16,0,
1.0624999999999976,release,0.021105995346479618,0.010990890969833033,0.550000011920929,0.16,0,
1.0666666666666642,release,0.02166428994133874,0.010990886516156958,0.550000011920929,0.16,0,
1.0708333333333309,release,0.022220423822315594,0.010990883348434146,0.550000011920929,0.16,0,
1.0749999999999975,release,0.022774364639256306,0.010990881242415181,0.550000011920929,0.16,0,
1.0791666666666642,release,0.02332610055906233,0.010990880051432547,0.550000011920929,0.16,0,
1.0833333333333308,release,0.023875635829720993,0.010990875224363247,0.550000011920929,0.16,0,
1.0874999999999975,release,0.02442297137370683,0.010990873807906795,0.550000011920929,0.16,0,
1.0916666666666641,release,0.02496811208506903,0.01099087377399992,0.550000011920929,0.16,0,
1.0958333333333308,release,0.025511064702255417,0.010990874321212271,0.550000011920929,0.16,0,
1.0999999999999974,release,0.026051836920770843,0.010990875403787098,0.550000011920929,0.16,0,
1.104166666666664,release,0.026590436926898425,0.01099087705811097,0.550000011920929,0.16,0,
1.1083333333333307,release,0.02712687317312784,0.010990879257532588,0.550000011920929,0.16,0,
1.1124999999999974,release,0.027661154267891744,0.010990881917021387,0.550000011920929,0.16,0,
1.116666666666664,release,0.028193288837438754,0.010990885003122574,0.550000011920929,0.16,0,
1.1208333333333307,flight,0.02872328547593401,0.010990888505938158,0.550000011920929,0.16,0,
1.1249999999999973,stance,0.02906556866836802,0.010990701749292816,0.550000011920929,0.16,0,
1.129166666666664,stance,0.029278739525906247,0.010990653362043174,0.550000011920929,0.16,0,
1.1333333333333306,stance,0.02942696352752936,0.010990623681530998,0.550000011920929,0.16,0,
1.1374999999999973,stance,0.029542470986491418,0.010990748130105416,0.550000011920929,0.16,0,
1.141666666666664,stance,0.029641408264918463,0.010990860501404083,0.550000011920929,0.16,0,
1.1458333333333306,stance,0.029731871121513286,0.010990907265112532,0.550000011920929,0.16,0,
1.1499999999999972,stance,0.029817918028640845,0.010990920533641825,0.550000011920929,0.16,0,
1.154166666666664,stance,0.02990158568801,0.010990923565661219,0.550000011920929,0.16,0,
1.1583333333333306,stance,0.029983896741679467,0.01099092375353618,0.550000011920929,0.16,0,
1.1624999999999972,stance,0.030065364955594535,0.010990922627557808,0.550000011920929,0.16,0,
1.1666666666666639,stance,0.030146248777747523,0.010990920782916415,0.550000011920929,0.16,0,
1.1708333333333305,stance,0.030226678470350585,0.01099091883489224,0.550000011920929,0.16,0,
1.1749999999999972,stance,0.030306720012059325,0.01099091713023325,0.550000011920929,0.16,0,
1.1791666666666638,stance,0.03038640714671307,0.010990915802759528,0.550000011920929,0.16,0,
1.1833333333333305,stance,0.030465757495937888,0.010990914873039314,0.550000011920929,0.16,0,
1.1874999999999971,stance,0.030544780541377676,0.010990914354393228,0.550000011920929,0.16,0,
1.1916666666666638,stance,0.03062348168704608,0.010990914232930702,0.550000011920929,0.16,0,
1.1958333333333304,stance,0.030701864278168775,0.010990914477972142,0.550000011920929,0.16,0,
1.199999999999997,stance,0.03077993065242451,0.01099091504752058,0.550000011920929,0.16,0,
1.2041666666666637,stance,0.030857682621626963,0.010990915911943537,0.550000011920929,0.16,0,
1.2083333333333304,stance,0.030935121713274737,0.010990917050708801,0.550000011920929,0.16,0,
1.212499999999997,stance,0.03101224931955245,0.010990918436065329,0.550000011920929,0.16,0,
1.2166666666666637,stance,0.031089066762340703,0.010990920040310197,0.550000011920929,0.16,0,
1.2208333333333303,stance,0.031165575343808764,0.010990921829074473,0.550000011920929,0.16,0,
1.224999999999997,stance,0.03124177635332878,0.010990923774534426,0.550000011920929,0.16,0,
1.2291666666666636,stance,0.03131767105337847,0.010990925862169449,0.550000011920929,0.16,0,
1.2333333333333303,stance,0.03139324781020655,0.010990941612263053,0.550000011920929,0.16,0,
1.237499999999997,stance,0.0314685140668971,0.010990949780787173,0.550000011920929,0.16,0,
1.2416666666666636,stance,0.03154347406879033,0.010990955396969043,0.550000011920929,0.16,0,
1.2458333333333302,stance,0.031618130744972106,0.01099096092373733,0.550000011920929,0.16,0,
1.249999999999997,stance,0.03169248627161075,0.010990966569949957,0.550000011920929,0.16,0,
1.2541666666666635,stance,0.031766542360572365,0.01099097209677548,0.550000011920929,0.16,0,
1.2583333333333302,stance,0.0318403004696178,0.010990977395660002,0.550000011920929,0.16,0,
1.2624999999999968,stance,0.031913761930575574,0.010990982458691363,0.550000011920929,0.16,0,
1.2666666666666635,stance,0.031986928013137655,0.010990987296222367,0.550000011920929,0.16,0,
1.2708333333333302,stance,0.032059799953820134,0.010990991912669716,0.550000011920929,0.16,0,
1.2749999999999968,stance,0.0321323789695058,0.010990996308675309,0.550000011920929,0.16,0,
