t,state,z,zdot,release_cmd,apex_event,last_apex,h_ref
0.3583333333333333,release,0.044491636457379385,1.4172404182061458,0.25,0,,0.65
0.36249999999999993,release,0.05002063838732711,1.3269604631874532,0.25,0,,0.65
0.3666666666666666,release,0.05606557303728377,1.4507843159895986,0.25,0,,0.65
0.37083333333333324,release,0.06260557272792751,1.5695999257544975,0.25,0,,0.65
0.3749999999999999,release,0.06787834236131896,1.265464712013949,0.25,0,,0.65
0.37916666666666654,release,0.07212693049266368,1.0196611515227345,0.25,0,,0.65
0.3833333333333332,release,0.07554465364542513,0.8202535566627486,0.25,0,,0.65
0.38749999999999984,release,0.07828902197964598,0.6586484002130018,0.25,0,,0.65
0.3916666666666665,release,0.08048896532714138,0.5279864033988952,0.25,0,,0.65
0.39583333333333315,release,0.08224998621781793,0.42264501376237074,0.25,0,,0.65
0.3999999999999998,release,0.0814470907537706,-0.19269491137135797,0.25,0,,0.65
0.40416666666666645,release,0.07753699175062716,-0.938423760754428,0.25,0,,0.65
0.4083333333333331,release,0.07100162333737658,-1.568488419180136,0.25,0,,0.65
0.41249999999999976,release,0.0651462912717084,-1.4052796957603637,0.25,0,,0.65
0.4166666666666664,release,0.060043909442555284,-1.2245716389967476,0.25,0,,0.65
0.42083333333333306,release,0.05533938625568108,-1.1290855648498088,0.25,0,,0.65
0.4249999999999997,release,0.051340912014326764,-0.959633817925035,0.25,0,,0.65
0.42916666666666636,release,0.04717922943123436,-0.9988038199421779,0.25,0,,0.65
0.433333333333333,release,0.04285310973422623,-1.0382687272819506,0.25,0,,0.65
0.43749999999999967,release,0.038361973689112996,-1.0778726508271756,0.25,0,,0.65
0.4416666666666663,release,0.033705569128413986,-1.1175370945677623,0.25,0,,0.65
0.44583333333333297,release,0.028883809059613626,-1.1572224165120861,0.25,0,,0.65
0.4499999999999996,release,0.028311039229759312,-0.1374647591650353,0.25,0,,0.65
0.4541666666666663,release,0.02772086989560841,-0.14164064019621664,0.25,0,,0.65
0.4583333333333329,release,0.02711460859864054,-0.1455027112722887,0.25,0,,0.65
0.4624999999999996,release,0.026493105628720082,-0.14916071278090967,0.25,0,,0.65
0.46666666666666623,release,0.025913959482490426,-0.13899507509511777,0.25,0,,0.65
0.4708333333333329,release,0.025320149212734733,-0.1425144647413663,0.25,0,,0.65
0.47499999999999953,release,0.024712062841703433,-0.14594072904751182,0.25,0,,0.65
0.4791666666666662,release,0.024089995141991963,-0.14929624793075286,0.25,0,,0.65
0.48333333333333284,release,0.023454165662028976,-0.15259907519111662,0.25,0,,0.65
0.4874999999999995,release,0.02280472956231362,-0.1558646639316855,0.25,0,,0.65
0.49166666666666614,release,0.02214178520995814,-0.1591066445653149,0.25,0,,0.65
0.4958333333333328,flight,0.021465380062803067,-0.1623372353172169,0.25,0,,0.65
0.49999999999999944,stance,0.02078828465011576,-0.16250289904495407,0.25,0,,0.65
0.5041666666666661,stance,0.020193325094047483,-0.1427902934563865,0.25,0,,0.65
0.5083333333333327,stance,0.019591040005056806,-0.1445484213577626,0.25,0,,0.65
0.5124999999999994,stance,0.01897630488574967,-0.14753642863371239,0.25,0,,0.65
0.516666666666666,stance,0.01834641530728045,-0.15117349883261333,0.25,0,,0.65
0.5208333333333327,stance,0.01779964574136007,-0.1312246958208911,0.25,0,,0.65
0.5249999999999994,stance,0.017235159809057068,-0.13547662375272074,0.25,0,,0.65
0.529166666666666,stance,0.016652450445786646,-0.13985024718490144,0.25,0,,0.65
0.5333333333333327,stance,0.01617515927531158,-0.11454988091401586,0.25,0,,0.65
0.5374999999999993,stance,0.015812670808220627,-0.08699723210182889,0.25,0,,0.65
0.541666666666666,stance,0.015430780242225054,-0.09165373583893743,0.25,0,,0.65
0.5458333333333326,stance,0.015183732637181514,-0.059291425210449736,0.25,0,,0.65
0.5499999999999993,stance,0.015078468249105859,-0.025263453138157338,0.25,0,,0.65
0.5541666666666659,stance,0.015118352514396114,0.009572223669661435,0.25,0,,0.65
0.5583333333333326,stance,0.015301992959590748,0.044073706846712093,0.25,0,,0.65
0.5624999999999992,stance,0.015622510569051899,0.07692422627067616,0.25,0,,0.65
0.5666666666666659,stance,0.016067124983587682,0.10670745948858831,0.25,0,,0.65
0.5708333333333325,stance,0.0164916608364825,0.101888604694756,0.25,0,,0.65
0.5749999999999992,stance,0.0170318739459947,0.12965114628292773,0.25,0,,0.65
0.5791666666666658,stance,0.017552552214623672,0.1249627844709533,0.25,0,,0.65
0.5833333333333325,stance,0.018171488665659912,0.14854474824869773,0.25,0,,0.65
0.5874999999999991,stance,0.018771607014038717,0.14402840361091301,0.25,0,,0.65
0.5916666666666658,stance,0.019353618471205286,0.13968274971997674,0.25,0,,0.65
0.5958333333333324,stance,0.020015898585399428,0.1589472274065943,0.25,0,,0.65
0.5999999999999991,stance,0.020660858255361864,0.1547903207909851,0.25,0,,0.65
0.6041666666666657,stance,0.021289235794699393,0.15081060944100694,0.25,0,,0.65
0.6083333333333324,stance,0.021901729688897958,0.14699853460765533,0.25,0,,0.65
0.612499999999999,stance,0.022569730730942705,0.16032025009073916,0.25,0,,0.65
0.6166666666666657,stance,0.02322310012938071,0.15680865562512095,0.25,0,,0.65
0.6208333333333323,stance,0.023862537947022075,0.15346507623392763,0.25,0,,0.65
0.624999999999999,stance,0.024488714343520512,0.15028233515962483,0.25,0,,0.65
0.6291666666666657,stance,0.025102271687751188,0.14725376261536194,0.25,0,,0.65
0.6333333333333323,stance,0.025703825351872635,0.14437287938914695,0.25,0,,0.65
0.637499999999999,stance,0.026293964392792437,0.14163336982075223,0.25,0,,0.65
0.6416666666666656,stance,0.02687325215946947,0.13902906400248796,0.25,0,,0.65
0.6458333333333323,stance,0.027442226835400565,0.13655392222346327,0.25,0,,0.65
0.6499999999999989,stance,0.028001401920798426,0.13420202049548635,0.25,0,,0.65
0.6541666666666656,stance,0.028603989085937608,0.1446209196334037,0.25,0,,0.65
0.6583333333333322,stance,0.02919765026789822,0.14247868367054664,0.25,0,,0.65
0.6624999999999989,stance,0.02978294257058585,0.1404701526450313,0.25,0,,0.65
0.6666666666666655,stance,0.0303603991036199,0.13858956792817267,0.25,0,,0.65
0.6708333333333322,stance,0.03093053192253921,0.1368318765406343,0.25,0,,0.65
0.6749999999999988,stance,0.03149383310481837,0.13519228374699793,0.25,0,,0.65
0.6791666666666655,stance,0.03205077537618459,0.13366614512789185,0.25,0,,0.65
0.6833333333333321,stance,0.03260181258173707,0.13224892933259574,0.25,0,,0.65
0.6874999999999988,stance,0.03314738003819219,0.13093618954922864,0.25,0,,0.65
0.6916666666666654,stance,0.033687894800799804,0.12972354302582711,0.25,0,,0.65
0.6958333333333321,stance,0.03422378121250915,0.12861273881024265,0.25,0,,0.65
0.6999999999999987,stance,0.03475540318672218,0.1275892738111269,0.25,0,,0.65
0.7041666666666654,stance,0.03528312015719126,0.1266520729125808,0.25,0,,0.65
0.708333333333332,stance,0.0358072755469405,0.12579729353981767,0.25,0,,0.65
0.7124999999999987,stance,0.036328195803287715,0.1250208615233312,0.25,0,,0.65
0.7166666666666653,stance,0.0368461898275821,0.12431856583065362,0.25,0,,0.65
0.720833333333332,stance,0.03736154857063437,0.12368609833254408,0.25,0,,0.65
0.7249999999999986,stance,0.03787454467690625,0.12311906550525195,0.25,0,,0.65
0.7291666666666653,stance,0.03838543211794401,0.12261298584906322,0.25,0,,0.65
0.733333333333332,stance,0.03889444578416473,0.12216327989297343,0.25,0,,0.65
0.7374999999999986,stance,0.03940180101834172,0.12176525620247572,0.25,0,,0.65
0.7416666666666653,stance,0.039907693081187565,0.12141409508300274,0.25,0,,0.65
0.7458333333333319,stance,0.0404122965429007,0.12110483081115227,0.25,0,,0.65
0.7499999999999986,stance,0.04091533673743798,0.1207296466889489,0.25,0,,0.65
0.7541666666666652,stance,0.041453955645371965,0.12926853790415627,0.25,0,,0.65
0.7583333333333319,stance,0.04199181375741691,0.12908594689078692,0.25,0,,0.65
0.7624999999999985,compress,0.04252765509327082,0.12860192060493794,0.25,0,,0.65
0.7666666666666652,compress,0.043067655489552555,0.1296000951076163,0.25,0,,0.65
0.7708333333333318,compress,0.04361067226975463,0.1303240272484977,0.25,0,,0.65
0.7749999999999985,compress,0.04415539248420877,0.13073285146899452,0.25,0,,0.65
0.7791666666666651,compress,0.0447012551827949,0.1310070476606703,0.25,0,,0.65
0.7833333333333318,compress,0.0452479313066376,0.13120226972224877,0.25,0,,0.65
0.7874999999999984,compress,0.04579524429733336,0.13135511776698142,0.25,0,,0.65
0.7916666666666651,compress,0.04634306556109805,0.13147710330352724,0.25,0,,0.65
0.7958333333333317,compress,0.04689127327377291,0.1315698510419655,0.25,0,,0.65
0.7999999999999984,compress,0.04743973088799524,0.13162982741335905,0.25,0,,0.65
0.804166666666665,compress,0.04798827541071454,0.1316506854526329,0.25,0,,0.65
0.8083333333333317,compress,0.048536710447949195,0.13162440893631727,0.25,0,,0.65
0.8124999999999983,compress,0.049084801544073735,0.1315418630698901,0.25,0,,0.65
0.816666666666665,compress,0.04963231615220482,0.1314035059514607,0.25,0,,0.65
0.8208333333333316,compress,0.050178863733788354,0.13117141958004755,0.25,0,,0.65
0.8249999999999983,compress,0.05072410480777999,0.1308578577579926,0.25,0,,0.65
0.8291666666666649,compress,0.051267618395741774,0.13044326111082877,0.25,0,,0.65
0.8333333333333316,compress,0.0518089306356645,0.1299149375814559,0.25,0,,0.65
0.8374999999999982,compress,0.052347511120187915,0.12925931628561954,0.25,0,,0.65
0.8416666666666649,compress,0.05288276954025306,0.1284620208156354,0.25,0,,0.65
0.8458333333333315,compress,0.053414052274611226,0.12750785624595895,0.25,0,,0.65
0.8499999999999982,compress,0.05394063891508279,0.1263807937131755,0.25,0,,0.65
0.8541666666666649,compress,0.05446173871366655,0.12506395166010284,0.25,0,,0.65
0.8583333333333315,compress,0.05497648695243755,0.12353957730503917,0.25,0,,0.65
0.8624999999999982,compress,0.055483978892031424,0.12179806550252936,0.25,0,,0.65
0.8666666666666648,compress,0.05598312599758015,0.11979530533169386,0.25,0,,0.65
0.8708333333333315,compress,0.05647284802532443,0.11753328665862636,0.25,0,,0.65
0.8749999999999981,compress,0.05695194559213259,0.11498341603395851,0.25,0,,0.65
0.8791666666666648,compress,0.05741912728402247,0.11212360605357159,0.25,0,,0.65
0.8833333333333314,compress,0.057873005441125426,0.10893075770470878,0.25,0,,0.65
0.8874999999999981,compress,0.05831211986258968,0.10538746115142243,0.25,0,,0.65
0.8916666666666647,compress,0.05873483013943928,0.10145046644390329,0.25,0,,0.65
0.8958333333333314,compress,0.05913946098176034,0.09711140215705374,0.25,0,,0.65
0.899999999999998,compress,0.05952422419847275,0.09234317201097988,0.25,0,,0.65
0.9041666666666647,compress,0.05988716090150521,0.08710480872779028,0.25,0,,0.65
0.9083333333333313,compress,0.060226268602602905,0.08138584826344555,0.25,0,,0.65
0.912499999999998,compress,0.06053937865154178,0.07514641174532993,0.25,0,,0.65
0.9166666666666646,compress,0.06082421917940135,0.06836172668629628,0.25,0,,0.65
0.9208333333333313,compress,0.061078406268990845,0.061004901501479164,0.25,0,,0.65
0.9249999999999979,compress,0.061299429030510284,0.05304546276466474,0.25,0,,0.65
0.9291666666666646,compress,0.061484658900944025,0.04445516890409813,0.25,0,,0.65
0.9333333333333312,compress,0.06163136769462651,0.03521011048379667,0.25,0,,0.65
0.9374999999999979,compress,0.06173670050216261,0.025279873808663634,0.25,0,,0.65
0.9416666666666645,compress,0.061797693156555436,0.014638237054277834,0.25,0,,0.65
0.9458333333333312,compress,0.06181129489904297,0.003264418197007398,0.25,0,,0.65
0.9499999999999978,compress,0.06177436975602327,-0.00886203432472851,0.25,0,,0.65
0.9541666666666645,compress,0.06168354482426938,-0.02179798362093178,0.25,0,,0.65
0.9583333333333311,compress,0.06153642680098927,-0.03530832558722528,0.25,0,,0.65
0.9624999999999978,compress,0.06132923287892902,-0.04972654129446141,0.25,0,,0.65
0.9666666666666645,compress,0.06105983593561012,-0.06465526639653654,0.25,0,,0.65
0.9708333333333311,compress,0.06072468876833767,-0.08043532014538728,0.25,0,,0.65
0.9749999999999978,compress,0.06106404745807322,0.08144608553653199,0.25,0,,0.65
0.9791666666666644,compress,0.061066024013988134,0.000474373419579302,0.25,0,,0.65
0.9833333333333311,compress,0.061069260176164236,0.0007766789222652254,0.25,0,,0.65
0.9874999999999977,compress,0.06106872496009034,-0.00012845185773469742,0.25,0,,0.65
0.9916666666666644,compress,0.061065069695837124,-0.000877263420772198,0.25,0,,0.65
0.995833333333331,compress,0.061058311715482295,-0.0016219152851586205,0.25,0,,0.65
0.9999999999999977,compress,0.06104846011825902,-0.002364383333586975,0.25,0,,0.65
1.0041666666666644,compress,0.06103548452485301,-0.0031141424174416232,0.25,0,,0.65
1.008333333333331,compress,0.061019325223536626,-0.003878232315931443,0.25,0,,0.65
1.0124999999999977,compress,0.06099989444247326,-0.00466338745520864,0.25,0,,0.65
1.0166666666666644,compress,0.06097707703889797,-0.005476176858068935,0.25,0,,0.65
1.020833333333331,compress,0.06095073065111078,-0.00632313306892595,0.25,0,,0.65
1.0249999999999977,compress,0.06092068539620506,-0.00721086117737367,0.25,0,,0.65
1.0291666666666643,compress,0.06096252543604664,0.010041609561979956,0.25,0,,0.65
1.033333333333331,compress,0.06100065932533917,0.009152133430207987,0.25,0,,0.65
1.0374999999999976,compress,0.061035390275440374,0.008335428024288542,0.25,0,,0.65
1.0416666666666643,compress,0.06106699686902364,0.007585582459984343,0.25,0,,0.65
1.045833333333331,compress,0.06109570907653968,0.006890929803849012,0.25,0,,0.65
1.0499999999999976,compress,0.061121735196459054,0.006246268780648816,0.25,0,,0.65
1.0541666666666643,compress,0.061145264394336714,0.005647007490637623,0.25,0,,0.65
1.058333333333331,compress,0.06116646814517732,0.0050889002017460785,0.25,0,,0.65
1.0624999999999976,compress,0.061185501392183754,0.004567979281543906,0.25,0,,0.65
1.0666666666666642,compress,0.0612025035124767,0.004080508870306407,0.25,0,,0.65
1.0708333333333309,compress,0.061217599361899154,0.003623003861388828,0.25,0,,0.65
1.0749999999999975,compress,0.061230881939918526,0.0031878187246495437,0.25,0,,0.65
1.0791666666666642,compress,0.06124246921396424,0.002780945770971946,0.25,0,,0.65
1.0833333333333308,compress,0.06125244683933911,0.0023946300899676115,0.25,0,,0.65
1.0874999999999975,compress,0.06126088885614424,0.0020260840332312485,0.25,0,,0.65
1.0916666666666641,compress,0.061267858291814366,0.0016726645608299562,0.25,0,,0.65
1.0958333333333308,compress,0.06127340730147002,0.0013317623173561763,0.25,0,,0.65
1.0999999999999974,compress,0.06127757772223122,0.0010009009826891235,0.25,0,,0.65
1.104166666666664,compress,0.061280401393910104,0.0006776812029331766,0.25,0,,0.65
1.1083333333333307,compress,0.06128190033175084,0.00035974508177777365,0.25,0,,0.65
1.1124999999999974,compress,0.06128208690803091,4.477830721569265e-05,0.25,0,,0.65
1.116666666666664,release,0.061280963910900016,-0.00026951931141348806,0.25,0,,0.65
1.1208333333333307,release,0.061277575752800684,-0.0008131579438404105,0.25,0,,0.65
1.1249999999999973,release,0.061273423768078546,-0.0009964763333129012,0.25,0,,0.65
1.129166666666664,release,0.0612682606203343,-0.0012391554586184267,0.25,0,,0.65
1.1333333333333306,release,0.061262687980406516,-0.0013374335826694742,0.25,0,,0.65
1.1374999999999973,release,0.06125643296370838,-0.001501204007554012,0.25,0,,0.65
1.141666666666664,release,0.06124939867312131,-0.001688229740894935,0.25,0,,0.65
1.1458333333333306,release,0.061241499498812524,-0.0018958018341087152,0.25,0,,0.65
1.1499999999999972,release,0.061232658194489475,-0.0021219130375318,0.25,0,,0.65
1.154166666666664,release,0.06122280007575172,-0.0023659484970609476,0.25,0,,0.65
1.1583333333333306,release,0.061211849388504366,-0.002628164939364866,0.25,0,,0.65
1.1624999999999972,release,0.06119972667308839,-0.002909451699835662,0.25,0,,0.65
1.1666666666666639,release,0.06118634676234473,-0.0032111785784773236,0.25,0,,0.65
1.1708333333333305,release,0.06117161719026306,-0.0035350972996019137,0.25,0,,0.65
1.1749999999999972,release,0.061155436862052236,-0.0038832787705978256,0.25,0,,0.65
1.1791666666666638,release,0.06113769488015517,-0.004258075655295131,0.25,0,,0.65
1.1833333333333305,release,0.06111826945021763,-0.00466210318501005,0.25,0,,0.65
1.1874999999999971,release,0.06109702681186564,-0.005098233204476173,0.25,0,,0.65
1.1916666666666638,release,0.06107382015388223,-0.005569597916019936,0.25,0,,0.65
1.1958333333333304,release,0.06104848848379038,-0.006079600822042695,0.25,0,,0.65
1.199999999999997,release,0.06102103363513136,-0.006589163678165817,0.25,0,,0.65
1.2041666666666637,release,0.0609908209375855,-0.007251047411005025,0.25,0,,0.65
1.2083333333333304,release,0.06101957752369675,0.006901580666699381,0.25,0,,0.65
1.212499999999997,release,0.061045565358127996,0.006237080263499041,0.25,0,,0.65
1.2166666666666637,release,0.06106923941874624,0.005681774548379995,0.25,0,,0.65
1.2208333333333303,release,0.06109086919018596,0.005191145145533135,0.25,0,,0.65
1.224999999999997,release,0.06111076399097533,0.004774752189446813,0.25,0,,0.65
1.2291666666666636,release,0.06112888422018021,0.0043488550091707046,0.25,0,,0.65
1.2333333333333303,release,0.06114537957197787,0.003958884431438728,0.25,0,,0.65
1.237499999999997,release,0.061160382439867614,0.003600688293539836,0.25,0,,0.65
1.2416666666666636,release,0.061174012682598665,0.0032712582554521724,0.25,0,,0.65
1.2458333333333302,release,0.061186484252974474,0.002993176890194349,0.25,0,,0.65
1.249999999999997,release,0.06119778979452734,0.0027133299726886315,0.25,0,,0.65
1.2541666666666635,release,0.06120801996470663,0.002455240843028332,0.25,0,,0.65
1.2583333333333302,flight,0.06121725674217831,0.002216826593202832,0.25,0,,0.65
1.2624999999999968,stance,0.06122741122446277,0.002437075748269915,0.25,0,,0.65
1.2666666666666635,stance,0.061237319011507065,0.0023778688906309076,0.25,0,,0.65
1.2708333333333302,stance,0.061246306194171235,0.002156923839401123,0.25,0,,0.65
1.2749999999999968,stance,0.0612541112144158,0.001873204858694577,0.25,0,,0.65
1.2791666666666635,stance,0.061261708897265385,0.0018234438839015224,0.25,0,,0.65
1.28333333333333,stance,0.06126821660075266,0.00156184883694728,0.25,0,,0.65
1.2874999999999968,stance,0.061273678673651376,0.001310897495691507,0.25,0,,0.65
1.2916666666666634,stance,0.061277800383084384,0.0009892102639221453,0.25,0,,0.65
1.29583333333333,stance,0.061280627057592116,0.0006784018818551951,0.25,0,,0.65
1.2999999999999967,stance,0.06128257137284442,0.0004666356605541183,0.25,0,,0.65
1.3041666666666634,stance,0.06128364834135462,0.0002584724424478588,0.25,0,,0.65
1.30833333333333,stance,0.06128386617083604,5.2279075540360986e-05,0.25,0,,0.65
1.3124999999999967,stance,0.0612832270156186,-0.0001533972521853208,0.25,0,,0.65
1.3166666666666633,stance,0.061281726825066225,-0.0003600457325689324,0.25,0,,0.65
1.32083333333333,stance,0.06127935531694614,-0.0005691619488215963,0.25,0,,0.65
1.3249999999999966,stance,0.06127609590689202,-0.0007822584129874369,0.25,0,,0.65
1.3291666666666633,stance,0.06127192559267807,-0.0010008754113488907,0.25,0,,0.65
1.33333333333333,stance,0.06126681479259822,-0.0012265920191639051,0.25,0,,0.65
1.3374999999999966,stance,0.061260727136882305,-0.0014610373718193584,0.25,0,,0.65
1.3416666666666632,stance,0.061253619210734786,-0.001705902275404042,0.25,0,,0.65
1.3458333333333299,stance,0.061245440247290395,-0.00196295122665318,0.25,0,,0.65
1.3499999999999965,stance,0.061236131768395645,-0.0022340349347394275,0.25,0,,0.65
1.3541666666666632,stance,0.06122562717083094,-0.002521103415529781,0.25,0,,0.65
1.3583333333333298,stance,0.06121386002017679,-0.002824116156995307,0.25,0,,0.65
1.3624999999999965,stance,0.061200739990908234,-0.003148807024453533,0.25,0,,0.65
1.3666666666666631,stance,0.06118616950172049,-0.003496917405057913,0.25,0,,0.65
1.3708333333333298,stance,0.0611700445750347,-0.0038699824045895156,0.25,0,,0.65
1.3749999999999964,stance,0.06115224987029665,-0.0042707291371320635,0.25,0,,0.65
1.379166666666663,stance,0.06113265797658036,-0.004702054491910114,0.25,0,,0.65
1.3833333333333298,stance,0.061111128652680084,-0.00516703773606543,0.25,0,,0.65
1.3874999999999964,stance,0.06108750784397235,-0.005668994089856494,0.25,0,,0.65
1.391666666666663,stance,0.061061626605157064,-0.00621149731566889,0.25,0,,0.65
1.3958333333333297,stance,0.06103329992194632,-0.006798403970578591,0.25,0,,0.65
1.3999999999999964,stance,0.061002325424195286,-0.0074338794602471225,0.25,0,,0.65
