t,q,z
1.5083333333333293,-8.626518213224627e-05,0.010990695493115531
1.512499999999996,-6.877767179721098e-05,0.01099068465752101
1.5166666666666626,-5.478068834705015e-05,0.010990690256691324
1.5208333333333293,-4.3582681019482666e-05,0.010990692050959788
1.524999999999996,-3.4624384981042155e-05,0.010990691809194033
1.5291666666666626,-2.745775502981501e-05,0.0109906913230627
1.5333333333333292,-2.1724484343927338e-05,0.010990691028512474
1.5374999999999959,-1.713798923433277e-05,0.010990690968204028
1.5416666666666625,-1.3468997359343334e-05,0.010990691146511664
1.5458333333333292,-1.0534073402932542e-05,0.010990691572390713
1.5499999999999958,-8.186454468441591e-06,0.010990692251644441
1.5541666666666625,-6.3087187983438344e-06,0.010990693183670505
1.5583333333333291,-4.806919648741147e-06,0.010990694362236488
1.5624999999999958,-3.6058918071012472e-06,0.010990695776870993
1.5666666666666624,-2.645413199251036e-06,0.010990697392815345
1.570833333333329,-1.8773264026067361e-06,0.010990699185209264
1.5749999999999957,-1.2631591537614496e-06,0.01099070114225374
1.5791666666666624,-7.721243827009621e-07,0.010990703243976017
1.583333333333329,-3.79590079299266e-07,0.010990705468273491
1.5874999999999957,-6.584844768042554e-08,0.010990707793316264
1.5916666666666623,1.84868586015897e-07,0.010990710198017603
1.595833333333329,-0.0001699464019617619,0.010990773773393397
1.5999999999999956,-0.00013543057251587935,0.010991323740696578
1.6041666666666623,-0.00010810006030984498,0.010990843926143915
1.608333333333329,-8.626519558978065e-05,0.010990695535485262
1.6124999999999956,-6.877768733854592e-05,0.010990684700794303
1.6166666666666623,-5.47807070662477e-05,0.010990690300331408
1.620833333333329,-4.3582700628323374e-05,0.010990692094257523
1.6249999999999956,-3.462440511067998e-05,0.010990691852069757
1.6291666666666622,-2.745777536103757e-05,0.01099069136543601
1.6333333333333289,-2.172450461950466e-05,0.010990691070263478
1.6374999999999955,-1.713800924675697e-05,0.01099069100921068
1.6416666666666622,-1.3469016940352688e-05,0.010990691186661263
1.6458333333333288,-1.053409241625947e-05,0.010990691611580441
1.6499999999999955,-8.186472804624226e-06,0.010990692289780994
1.6541666666666621,-6.3087363701534085e-06,0.01099069322066958
1.6583333333333288,-4.806936388055166e-06,0.01099069439802323
1.6624999999999954,-3.605907661819212e-06,0.010990695811379477
1.666666666666662,-2.6454274556114878e-06,0.010990697425816792
1.6708333333333287,-1.8773392711658156e-06,0.010990699216727516
1.6749999999999954,-1.2631707326856441e-06,0.010990701172261221
1.679166666666662,-7.721347600433148e-07,0.010990703272433105
1.6833333333333287,-3.795993335948812e-07,0.01099070549515046
1.6874999999999953,-6.585664922973307e-08,0.010990707818594887
1.691666666666662,1.8486137283626375e-07,0.010990710221690318
1.6958333333333286,-0.00016994640822886207,0.010990773795469989
1.6999999999999953,-0.00013543057753487715,0.010991323760113072
1.704166666666662,-0.0001081000643062442,0.010990843944527977
1.7083333333333286,-8.626590266077309e-05,0.010990695578325143
1.7124999999999952,-6.876870483775324e-05,0.010990675894947177
1.716666666666662,-5.476534981663365e-05,0.01099068057986415
1.7208333333333286,-4.356978984712745e-05,0.01099068717151436
1.7249999999999952,-3.461387771864699e-05,0.010990688214953607
1.7291666666666619,-2.7449373843054618e-05,0.010990688052106689
1.7333333333333285,-2.171783866284005e-05,0.010990688005364548
1.7374999999999952,-1.7132728336135057e-05,0.010990688211165042
1.7416666666666618,-1.3464840997474448e-05,0.010990688647599696
1.7458333333333285,-1.0530799621189282e-05,0.010990689311897159
1.7499999999999951,-8.18388614633115e-06,0.010990690209390752
1.7541666666666618,-6.306714080527081e-06,0.0109906913411758
1.7583333333333284,-4.805364846401293e-06,0.01099069270255896
1.762499999999995,-3.60469580153244e-06,0.010990694284358659
1.7666666666666617,-2.644489158057818e-06,0.01099069604947166
1.7708333333333284,-1.8766198240177478e-06,0.010990697978891526
1.774999999999995,-1.2626247960940958e-06,0.010990700060646222
1.7791666666666617,-7.717260821362761e-07,0.010990702275339907
1.7833333333333283,-3.7929889118598765e-07,0.010990704601765893
1.787499999999995,-6.564119939007234e-08,0.010990707018977907
1.7916666666666616,1.8501043862283358e-07,0.010990709506704213
1.7958333333333283,-0.00016994631200210916,0.010990773153757231
1.799999999999995,-0.00013543050148467797,0.010991323135477626
1.8041666666666616,-0.00010809975305497944,0.010990843371498466
1.8083333333333282,-8.626500123959723e-05,0.010990695069736519
1.812499999999995,-6.877754986629015e-05,0.01099068429498329
1.8166666666666615,-5.4780620870970305e-05,0.010990689940422356
1.8208333333333282,-4.358264846376537e-05,0.010990691772589769
1.8249999999999948,-3.462437845172139e-05,0.01099069156474348
1.8291666666666615,-2.7457767344776206e-05,0.010990691108774915
1.8333333333333282,-2.1724509847475854e-05,0.010990690840695806
1.8374999999999948,-1.713802347311506e-05,0.010990690803439103
1.8416666666666615,-1.3469036830636662e-05,0.01099069100169927
1.845833333333328,-1.0534115365660992e-05,0.010990691444734609
1.8499999999999948,-8.18649679464501e-06,0.010990692138626964
1.8541666666666614,-6.308759853794765e-06,0.01099069308303077
1.858333333333328,-4.806958196764916e-06,0.010990694271950959
1.8624999999999947,-3.605926931127183e-06,0.010990695695135536
1.8666666666666614,-2.6454433819221303e-06,0.01099069731781012
1.870833333333328,-1.8773517596764486e-06,0.010990699115680944
1.8749999999999947,-1.2631797514459882e-06,0.010990701077023782
1.8791666666666613,-7.72140350639347e-07,0.010990703181992316
1.883333333333328,-3.7960159309634004e-07,0.010990705408634215
1.8874999999999946,-6.585571636254652e-08,0.010990707735259977
1.8916666666666613,1.8486532812068068e-07,0.010990710140909849
1.895833333333328,-0.00016994640030367647,0.010990773716195735
1.8999999999999946,-0.00013543057119892596,0.010991323694027543
1.9041666666666612,-0.00010810005970581952,0.010990843875310194
1.9083333333333279,-8.626519316538412e-05,0.010990695482300278
1.9124999999999945,-6.877767932337325e-05,0.010990684645613934
1.9166666666666612,-5.478069178062491e-05,0.010990690243231488
1.9208333333333278,-4.3582681204605376e-05,0.010990692035875738
1.9249999999999945,-3.4624382021369134e-05,0.010990691792255335
1.9291666666666611,-2.7457749065285546e-05,0.010990691304093558
1.9333333333333278,-2.1724475533257595e-05,0.010990691007400214
1.9374999999999944,-1.713797775092467e-05,0.010990690944883062
