t,state,q,z
0.18750000000000017,compress,1.2559689032653916e-05,0.010982892578149559
0.19166666666666685,compress,1.3030449584573506e-05,0.010983522950560756
0.19583333333333353,compress,1.3498827246846669e-05,0.010984103393402559
0.2000000000000002,compress,1.396486469513057e-05,0.01098463770434162
0.20416666666666689,compress,1.4428564466880987e-05,0.010985129581112795
0.20833333333333356,compress,1.4889917447130257e-05,0.01098558241424255
0.21250000000000024,compress,1.534891010295387e-05,0.0109859993050516
0.21666666666666692,compress,1.5805526247826347e-05,0.0109863831017037
0.2208333333333336,compress,1.625359692221037e-05,0.010986790768793015
0.22500000000000028,compress,1.6696147307424848e-05,0.01098713538743525
0.22916666666666696,compress,1.7133927093473307e-05,0.010987449405667446
0.23333333333333364,compress,1.7567884819529206e-05,0.010987738892581148
0.23750000000000032,compress,1.7998618232835435e-05,0.010988004589341951
0.241666666666667,compress,1.8392843888720167e-05,0.010988310264767192
0.24583333333333368,compress,1.8771082827814483e-05,0.010988546219222128
0.25000000000000033,compress,1.9139143938829996e-05,0.010988752567896155
0.254166666666667,compress,1.949994794249969e-05,0.01098893979806132
0.25833333333333364,compress,1.9855777977574576e-05,0.010989108873325553
0.2625000000000003,compress,2.02079089465733e-05,0.010989260906997688
0.26666666666666694,compress,2.0552226614756158e-05,0.010989431692025582
0.2708333333333336,compress,2.0891603286959736e-05,0.010989565021993239
0.27500000000000024,compress,2.1227147284758962e-05,0.010989679216227968
0.2791666666666669,compress,2.1560200436929275e-05,0.010989780335122962
0.28333333333333355,compress,2.1891741407600726e-05,0.010989869917331327
0.2875000000000002,compress,2.22226081861357e-05,0.010989948934927631
0.29166666666666685,compress,2.2553292935165253e-05,0.010990018515058844
0.2958333333333335,compress,2.2884392264142548e-05,0.010990079633402742
0.30000000000000016,compress,2.3216369509024055e-05,0.010990133183696998
0.3041666666666668,compress,2.3549657001319323e-05,0.010990180008816052
0.30833333333333346,compress,2.388457628633412e-05,0.010990220864499332
0.3125000000000001,compress,2.422153036665025e-05,0.01099025633928342
0.31666666666666676,compress,2.4560786960009208e-05,0.01099028706301895
0.3208333333333334,compress,2.490287767004962e-05,0.010990313418738221
0.32500000000000007,compress,2.524803080117258e-05,0.010990335986570099
0.3291666666666667,compress,2.559642954964731e-05,0.010990355198444376
0.33333333333333337,compress,2.594821058025005e-05,0.010990371509398378
0.3375,compress,2.6303635691679504e-05,0.010990385202393984
0.3416666666666667,compress,2.66628153075914e-05,0.010990396427840318
0.3458333333333333,compress,2.70261283481487e-05,0.010990405526387427
0.35,compress,2.7393537087440006e-05,0.010990412834005129
0.35416666666666663,release,2.7764094462702143e-05,0.010990419426419987
0.3583333333333333,release,0.0004786881161977971,0.010991890704971618
0.36249999999999993,release,0.00115328183226969,0.010991432303545618
0.3666666666666666,release,0.0019375246871969358,0.01099094899341119
0.37083333333333324,release,0.002774188637730164,0.010990699415782953
0.3749999999999999,release,0.003634549047603487,0.010990587198477562
0.37916666666666654,release,0.00450418093004089,0.010990537680402885
0.3833333333333332,release,0.005375832422354595,0.010990525762983447
0.38749999999999984,release,0.006245875316834181,0.010990525861882518
0.3916666666666665,release,0.0071125020505566185,0.01099053137946425
0.39583333333333315,release,0.007974820064178947,0.010990539840295306
0.3999999999999998,release,0.008832396507114435,0.010990549711877523
0.40416666666666645,release,0.00968502941220586,0.01099056012836583
0.4083333333333331,release,0.010532632726387459,0.010990570665070731
0.41249999999999976,release,0.011375178547585229,0.010990581123805111
0.4166666666666664,release,0.0122126681013791,0.010990591414224432
0.42083333333333306,release,0.013045117157960563,0.010990601498845957
0.4249999999999997,release,0.013872548705101677,0.010990611366636207
0.42916666666666636,release,0.014694989267101404,0.010990621019492093
0.433333333333333,release,0.015512467055706561,0.010990630465285416
0.43749999999999967,release,0.016325011041530064,0.010990639714362718
0.4416666666666663,release,0.01713265048915446,0.01099064879858681
0.44583333333333297,release,0.017935414721293126,0.010990657692120341
0.4499999999999996,release,0.018733333001680837,0.010990666417647918
0.4541666666666663,release,0.019526434478774946,0.01099067498953954
0.4583333333333329,coast,0.020314748156576204,0.010990683416796697
0.4624999999999996,stance,0.020906700964840333,0.010990567016369355
0.46666666666666623,stance,0.021289017764675778,0.010990396903865704
0.4708333333333329,stance,0.021566546604064034,0.01099049688066869
0.47499999999999953,stance,0.02179085401867446,0.010990505681649098
0.4791666666666662,stance,0.02198790209602715,0.010990612690694854
0.48333333333333284,stance,0.022170748573589777,0.010990690740432412
0.4874999999999995,stance,0.022345953949315264,0.010990724033144923
0.49166666666666614,stance,0.022516816275031954,0.010990736391971094
0.4958333333333328,stance,0.02268499594987979,0.010990741644336157
0.49999999999999944,stance,0.022851330542508996,0.010990743979992577
0.5041666666666661,stance,0.023016243972602723,0.010990744738713872
0.5083333333333327,stance,0.023179952234987915,0.010990744702170136
0.5124999999999994,stance,0.023342566827780097,0.01099074435608237
0.516666666666666,stance,0.023504146640034647,0.010990744032903356
0.5208333333333327,stance,0.023664723709451982,0.0109907442671455
0.5249999999999994,stance,0.0238243170794745,0.01099074481256112
0.529166666666666,stance,0.023982939239562306,0.010990745622563414
0.5333333333333327,stance,0.0241405994073486,0.010990746705814883
0.5374999999999993,stance,0.024297305147251234,0.010990748059568041
0.541666666666666,stance,0.024453063150343162,0.010990749673808345
0.5458333333333326,stance,0.024607879651421978,0.01099075153601009
0.5499999999999993,stance,0.02476176064970722,0.010990753628987467
0.5541666666666659,stance,0.024914711998304785,0.010990755936605508
0.5583333333333326,stance,0.025066739443553053,0.010990758466726976
0.5624999999999992,stance,0.02521784865677714,0.010990761235283449
0.5666666666666659,stance,0.025368045308745094,0.010990764176433436
0.5708333333333325,stance,0.025517335088197368,0.010990767204521152
0.5749999999999992,stance,0.025665723545804226,0.010990770407780228
0.5791666666666658,stance,0.02581321614418077,0.010990773796410662
0.5833333333333325,stance,0.025959818395175426,0.01099077723433096
0.5874999999999991,stance,0.026105535719267072,0.010990780781387344
0.5916666666666658,stance,0.026250373464726428,0.010990784457699531
0.5958333333333324,stance,0.02639433701057825,0.01099078815847967
0.5999999999999991,stance,0.026537431680738334,0.010990791903541906
0.6041666666666657,stance,0.02667965153752216,0.010990811389629117
0.6083333333333324,stance,0.02682100760212731,0.01099082129281283
0.612499999999999,stance,0.026961507338274415,0.010990828993961296
0.6166666666666657,stance,0.02710115725207833,0.010990837064734941
0.6208333333333323,stance,0.027239963187743306,0.01099084543471301
0.624999999999999,stance,0.027377930673693547,0.010990853671857261
0.6291666666666657,stance,0.027515065005964928,0.010990861714174802
0.6333333333333323,stance,0.02765137136600471,0.010990869561447228
0.637499999999999,stance,0.027786854730539975,0.010990877334571747
0.6416666666666656,stance,0.027921520084415365,0.010990884942874092
0.6458333333333323,stance,0.02805537246687084,0.010990892280814315
0.6499999999999989,stance,0.02818841683219627,0.010990899405317738
0.6541666666666656,stance,0.028320658023719403,0.010990906382246543
0.6583333333333322,stance,0.028452100868706413,0.010990913170638904
0.6624999999999989,stance,0.028582750171509356,0.010990919750733123
0.6666666666666655,stance,0.028712610714838736,0.010990926112454715
0.6708333333333322,stance,0.02884168726158671,0.010990932244441868
0.6749999999999988,stance,0.02896998458941075,0.010990938101279442
0.6791666666666655,stance,0.029097474644107363,0.010990986592434256
0.6833333333333321,stance,0.029224177502461132,0.010991011780890755
0.6874999999999988,stance,0.029350105481407165,0.010991027767262448
0.6916666666666654,stance,0.029475267889879732,0.010991042028033261
0.6958333333333321,stance,0.02959967204031729,0.01099105575654751
0.6999999999999987,stance,0.029723323910963356,0.010991068538734569
0.7041666666666654,stance,0.029846228730334507,0.010991080123875445
0.708333333333332,stance,0.029968391364502082,0.010991090515992034
0.7124999999999987,compress,0.030089816494513137,0.01099109980178494
0.7166666666666653,compress,0.030060405337723854,0.01099076485197933
0.720833333333332,compress,0.029955670615545712,0.010990778034855821
0.7249999999999986,compress,0.029813626981470477,0.010990892401723738
0.7291666666666653,compress,0.029653381535334023,0.010991002428303908
0.733333333333332,compress,0.029484521832629958,0.010991063752962089
0.7374999999999986,compress,0.029311862502728523,0.010991088424456135
0.7416666666666653,compress,0.02913782168269512,0.010991095653687622
0.7458333333333319,compress,0.028963612906672872,0.010991095974519494
0.7499999999999986,compress,0.02878984353660797,0.010991093409432494
0.7541666666666652,compress,0.028616815864981472,0.010991089375329409
0.7583333333333319,compress,0.028444678731897682,0.010991084514184702
0.7624999999999985,compress,0.028273503832674796,0.01099107920485504
0.7666666666666652,compress,0.02810332409320209,0.010991073674870143
0.7708333333333318,compress,0.02793415296241657,0.010991068054195564
0.7749999999999985,compress,0.02776599411228949,0.010991062417092258
0.7791666666666651,compress,0.02759884631597931,0.010991056809195618
0.7833333333333318,compress,0.027432705901387026,0.010991051261674269
0.7874999999999984,compress,0.027267567985203526,0.010991045797837691
0.7916666666666651,compress,0.027103427093545896,0.010991040436208676
0.7958333333333317,compress,0.026940277474073262,0.010991035192052152
0.7999999999999984,compress,0.026778113252939488,0.010991030078188484
0.804166666666665,compress,0.026616928513184302,0.010991025105520962
0.8083333333333317,compress,0.02645671732968965,0.01099102028349161
0.8124999999999983,compress,0.02629747379733855,0.010991015614635708
0.816666666666665,compress,0.02613919203953958,0.01099101110405206
0.8208333333333316,compress,0.025981866212772296,0.010991006757637749
0.8249999999999983,compress,0.02582549050857879,0.010991002580236208
0.8291666666666649,compress,0.02567005916008903,0.010990998574009751
0.8333333333333316,compress,0.025515566448576343,0.010990994738061675
0.8374999999999982,compress,0.025362006677744985,0.010990991074965395
0.8416666666666649,compress,0.025209374180749262,0.010990987585604661
0.8458333333333315,compress,0.025057675733859634,0.010990973233712066
0.8499999999999982,compress,0.024906899557501506,0.010990965656213735
0.8541666666666649,compress,0.02475703714242607,0.010990960273399642
0.8583333333333315,compress,0.0246080813116238,0.010990955144642002
0.8624999999999982,compress,0.02446002567960518,0.010990950153567327
0.8666666666666648,compress,0.02431286434518309,0.010990945457684434
0.8708333333333315,compress,0.024166591676656184,0.01099094109969974
0.8749999999999981,compress,0.024021202189710284,0.01099093705814753
0.8791666666666648,compress,0.023876690488156733,0.010990933305520027
0.8833333333333314,compress,0.023733051236252904,0.010990929820407015
0.8874999999999981,compress,0.023590279145812614,0.010990926584958833
0.8916666666666647,compress,0.023448368968747933,0.010990923581220866
0.8958333333333314,compress,0.023307315492943962,0.010990920791770666
0.899999999999998,compress,0.0231671135398672,0.010990918200590189
0.9041666666666647,compress,0.023027757961688763,0.010990915793018712
0.9083333333333313,compress,0.02288924364419128,0.010990913554364332
0.912499999999998,compress,0.022751565505634844,0.010990911470867391
0.9166666666666646,compress,0.022614718496103716,0.010990909529623451
0.9208333333333313,compress,0.022478697597056667,0.010990907718439512
0.9249999999999979,compress,0.02234349782101942,0.010990906027354277
0.9291666666666646,compress,0.022209114211328436,0.010990904445820144
0.9333333333333312,compress,0.02207554184178318,0.01099090296334319
0.9374999999999979,compress,0.021942775816386,0.01099090157000087
0.9416666666666645,compress,0.021810811269119174,0.010990900256508986
0.9458333333333312,compress,0.021679643363724688,0.010990899014170054
0.9499999999999978,compress,0.02154926729348251,0.01099089783483611
0.9541666666666645,compress,0.021419678280990017,0.01099089671088799
0.9583333333333311,compress,0.021290871577944057,0.010990895635218273
0.9624999999999978,compress,0.02116284246492591,0.010990894601213622
0.9666666666666645,compress,0.021035586251189092,0.010990893602737464
0.9708333333333311,compress,0.020909098274450068,0.010990892634112404
0.9749999999999978,compress,0.020783373900682037,0.010990891690102582
0.9791666666666644,compress,0.020658408523911712,0.010990890765896775
0.9833333333333311,compress,0.0205341975660192,0.010990889857091221
0.9874999999999977,compress,0.02041073647654098,0.010990888959672613
0.9916666666666644,compress,0.02028802073247597,0.010990888070001271
0.995833333333331,compress,0.020166045838094736,0.0109908871847943
0.9999999999999977,compress,0.020044807324751703,0.010990886301109101
1.0041666666666644,compress,0.019924300750700487,0.010990885416326545
1.008333333333331,compress,0.019804521700912178,0.010990884528134862
1.0124999999999977,compress,0.01968546578689665,0.01099088363451309
1.0166666666666644,compress,0.01956712864789944,0.010990882733253887
1.020833333333331,compress,0.019449492692680908,0.0109908941971665
1.0249999999999977,compress,0.01933255979065551,0.010990898967439206
1.0291666666666643,compress,0.019216328914301622,0.010990901294611917
1.033333333333331,compress,0.019100797767031927,0.010990903175607192
1.0374999999999976,compress,0.01898596320157009,0.010990904905893368
1.0416666666666643,compress,0.018871821557976783,0.010990906408084413
1.045833333333331,compress,0.01875836891917775,0.01099090764356912
1.0499999999999976,compress,0.01864560125656177,0.010990908623346915
1.0541666666666643,compress,0.018533514500546435,0.01099090937066548
1.058333333333331,compress,0.018422104573388744,0.010990909907022253
1.0624999999999976,compress,0.01831136740498535,0.010990910251121208
1.0666666666666642,release,0.018201298940811312,0.010990910419982996
1.0708333333333309,release,0.018542481741625667,0.010992708620399595
1.0749999999999975,release,0.019107980221545036,0.010992317759083624
1.0791666666666642,release,0.01978377065879636,0.01099171164159744
1.0833333333333308,release,0.02051261914058277,0.010991319780354392
1.0874999999999975,release,0.02126580696094986,0.010991121245359052
1.0916666666666641,release,0.02202892731026935,0.010991021267581148
1.0958333333333308,release,0.0227947439472101,0.010990965261698345
1.0999999999999974,release,0.023559613197823966,0.010990937476293485
1.104166666666664,release,0.0243217125186885,0.010990921703618513
1.1083333333333307,release,0.025080139448756592,0.010990910381190796
1.1124999999999974,release,0.025834454141997722,0.010990901856082433
1.116666666666664,release,0.02658444925444466,0.01099089544524619
1.1208333333333307,release,0.02733003420056319,0.01099089057116928
1.1249999999999973,release,0.028071176971603235,0.010990886843232227
1.129166666666664,release,0.028807874907820254,0.010990884037491645
1.1333333333333306,release,0.02954014001655481,0.010990882019163662
1.1374999999999973,release,0.030267991595508466,0.010990880694136016
1.141666666666664,release,0.030991451717858214,0.010990880797518383
1.1458333333333306,release,0.031710545316840304,0.01099088100718886
1.1499999999999972,release,0.03242529790791589,0.010990881656687244
1.154166666666664,release,0.03313573524510919,0.0109908828435268
1.1583333333333306,release,0.03384188312024156,0.010990884525024489
1.1624999999999972,release,0.03454376726233127,0.010990886651554866
1.1666666666666639,release,0.03524141330351812,0.010990889189065649
1.1708333333333305,coast,0.03593484678001734,0.010990892108296213
1.1749999999999972,stance,0.036435193898285825,0.010990648488302043
1.1791666666666638,stance,0.03672509102529823,0.01099039260128704
1.1833333333333305,stance,0.036910062925118,0.010990589081571248
1.1874999999999971,stance,0.03704205180560671,0.010990719244341928
1.1916666666666638,stance,0.03714718092584839,0.010990852102282686
1.1958333333333304,stance,0.037238582229987466,0.010990928704092427
1.199999999999997,stance,0.037322852865813515,0.010990956688601405
1.2041666666666637,stance,0.03740330822217363,0.01099096261676846
1.2083333333333304,stance,0.03748161591597871,0.010990961162649918
1.212499999999997,stance,0.03755861559064264,0.010990957017641561
1.2166666666666637,stance,0.037634730627334544,0.010990951592865842
1.2208333333333303,stance,0.03771017515029148,0.01099094567026935
1.224999999999997,stance,0.037785058120389986,0.010990939768970942
1.2291666666666636,stance,0.03785943565070838,0.010990934156016515
1.2333333333333303,stance,0.03793333728980044,0.01099092893259916
1.237499999999997,stance,0.038006779227527154,0.010990924123106849
1.2416666666666636,stance,0.038079770931859346,0.010990919721723601
1.2458333333333302,stance,0.03815231848463521,0.010990915710128763
1.249999999999997,stance,0.03822442625805634,0.01099091206444621
1.2541666666666635,stance,0.03829609763997714,0.010990908876112131
1.2583333333333302,stance,0.03836733552144261,0.01099090615465821
1.2624999999999968,stance,0.03843814265635489,0.010990903801322349
1.2666666666666635,stance,0.038508521711852206,0.010990901781065886
1.2708333333333302,stance,0.03857847533847074,0.010990900070786423
1.2749999999999968,stance,0.038648006144279476,0.010990898655376127
1.2791666666666635,stance,0.03871711672944472,0.010990897514378551
1.28333333333333,stance,0.03878580967337723,0.010990896629919065
1.2874999999999968,stance,0.03885408753147854,0.010990895987345
1.2916666666666634,stance,0.038921952838825026,0.01099089558175346
1.29583333333333,stance,0.038989408055966325,0.01099089545298474
1.2999999999999967,stance,0.03905645565555967,0.010990895550418786
1.3041666666666634,stance,0.03912309629555057,0.010990899635153439
1.30833333333333,stance,0.03918933342305361,0.010990901684440502
1.3124999999999967,stance,0.03925516987344389,0.010990903351476514
1.3166666666666633,stance,0.03932060826209891,0.010990905390157601
1.32083333333333,stance,0.039385651126691956,0.010990907739021864
1.3249999999999966,stance,0.03945030092917866,0.010990910275367296
1.3291666666666633,stance,0.0395145600803865,0.010990912961076136
1.33333333333333,stance,0.039578430968627766,0.010990915770352579
1.3374999999999966,stance,0.039641916002202175,0.010990918653579818
1.3416666666666632,stance,0.039705017569889284,0.010990921637832505
1.3458333333333299,stance,0.039767738023491817,0.01099092473029
1.3499999999999965,stance,0.03983006939728018,0.01099094237859596
1.3541666666666632,stance,0.039892019273567315,0.010990951580362713
1.3583333333333298,stance,0.03995359211605128,0.010990958143029554
1.3624999999999965,stance,0.0400147914444454,0.010990964895867846
1.3666666666666631,stance,0.04007562028610075,0.010990971928253728
1.3708333333333298,stance,0.040136081283649226,0.010990978879071878
1.3749999999999964,stance,0.04019617685494195,0.010990985607314475
1.379166666666663,stance,0.04025590930902139,0.010990992106454866
1.3833333333333298,stance,0.04031528092017544,0.010990998372743737
1.3874999999999964,stance,0.04037429391057008,0.010991004417213943
1.391666666666663,stance,0.04043294259177101,0.010991019241835384
1.3958333333333297,stance,0.04049122590213834,0.010991037562606332
1.3999999999999964,stance,0.04054915141728297,0.01099104871810344
1.404166666666663,stance,0.04060672388901603,0.010991057635491396
1.4083333333333297,stance,0.04066394693441886,0.010991066259930037
1.4124999999999963,stance,0.04072082350510193,0.010991074625961534
1.416666666666663,stance,0.04077735613623321,0.010991082476774
1.4208333333333296,stance,0.04083354713085289,0.010991089725560321
1.4249999999999963,compress,0.04088939867321659,0.010991096393468758
1.429166666666663,compress,0.04079477125217732,0.010990704472138041
1.4333333333333296,compress,0.04062520631631965,0.01099068086581968
1.4374999999999962,compress,0.040418756221344214,0.01099086400635471
1.4416666666666629,compress,0.04019451663229432,0.010991010297225334
1.4458333333333295,compress,0.03996205907065941,0.010991069785913589
1.4499999999999962,compress,0.03972618804765765,0.010991083130677187
1.4541666666666628,compress,0.039489317884997543,0.010991080422220563
1.4583333333333295,compress,0.0392526594529769,0.01099107350808608
1.4624999999999961,compress,0.03901681749142398,0.010991065249347244
1.4666666666666628,compress,0.03878209167511017,0.010991056331155269
1.4708333333333294,compress,0.038548628316901916,0.010991047256077134
1.474999999999996,compress,0.03831649668715208,0.010991038432909597
1.4791666666666627,compress,0.0380857342384336,0.010991024737838775
1.4833333333333294,compress,0.037856348769993685,0.010991014838625439
1.487499999999996,compress,0.037628340138470016,0.010991006552371438
1.4916666666666627,compress,0.0374017040362878,0.010990998793234646
1.4958333333333294,compress,0.037176434126399684,0.010990991487675366
1.499999999999996,compress,0.036952523117144295,0.010990984738365609
1.5041666666666627,compress,0.03672996329058752,0.010990978560222874
1.5083333333333293,compress,0.03650874674928365,0.01099097291701579
1.512499999999996,compress,0.03628886550084213,0.010990967778023818
1.5166666666666626,compress,0.03607031153002581,0.010990963115937927
1.5208333333333293,compress,0.035853076826606975,0.010990958906265239
1.524999999999996,compress,0.03563715341607053,0.010990955122870925
1.5291666666666626,compress,0.0354225333663814,0.01099095174108033
1.5333333333333292,compress,0.035209208825288205,0.010990948727395155
1.5374999999999959,compress,0.03499717200340615,0.010990946050920597
1.5416666666666625,compress,0.03478641516366552,0.010990943677630906
1.5458333333333292,compress,0.03457693058955232,0.01099094160435172
1.5499999999999958,compress,0.0343687106039692,0.010990939805926154
1.5541666666666625,compress,0.03416174757223795,0.010990938257712385
1.5583333333333291,compress,0.03395603395080017,0.010990936921364351
1.5624999999999958,compress,0.033751562221493656,0.010990935786533932
1.5666666666666624,compress,0.03354832489623417,0.010990934841250872
1.570833333333329,compress,0.033346314523562084,0.010990934068437158
1.5749999999999957,compress,0.03314552369702132,0.010990933448895868
1.5791666666666624,compress,0.032945945057227144,0.010990932964149514
1.583333333333329,compress,0.03274757132312724,0.01099093258260335
1.5874999999999957,compress,0.03255039523427355,0.010990932300179083
1.5916666666666623,compress,0.032354396681022274,0.010990945572561752
1.595833333333329,compress,0.032159574720610914,0.010990951274605868
1.5999999999999956,compress,0.03196592516695532,0.010990954410923565
1.6041666666666623,compress,0.03177344267709052,0.01099095743155747
1.608333333333329,compress,0.03158212118003364,0.010990960560188449
1.6124999999999956,compress,0.031391954176502646,0.010990963562609835
1.6166666666666623,compress,0.031202934953616715,0.010990966332152245
1.620833333333329,compress,0.03101505671584374,0.010990968863554034
1.6249999999999956,compress,0.03082831265036368,0.010990971169843232
1.6291666666666622,compress,0.030642695956721012,0.010990973257627646
1.6333333333333289,compress,0.030458199860581653,0.010990975129323078
1.6374999999999955,compress,0.03027481761813077,0.010990976787647747
1.6416666666666622,compress,0.03009254252306416,0.010990978235127706
1.6458333333333288,compress,0.029911367908096727,0.01099097947497176
1.6499999999999955,compress,0.029731287145086584,0.010990980511103409
1.6541666666666621,compress,0.029552293644964416,0.010990981347930966
1.6583333333333288,compress,0.02937438085755856,0.010990981990254771
1.6624999999999954,compress,0.029197542271376747,0.010990982443247838
1.666666666666662,compress,0.029021771413372765,0.010990982712441796
1.6708333333333287,compress,0.02884706184870966,0.01099098280370304
1.6749999999999954,compress,0.028673407180524392,0.010990982723203598
1.679166666666662,compress,0.028500801049696437,0.010990982477389867
1.6833333333333287,compress,0.028329237134621377,0.010990982072950562
1.6874999999999953,compress,0.028158709150989975,0.010990981516783809
1.691666666666662,compress,0.027989210851572632,0.01099098081596403
1.6958333333333286,compress,0.027820736026009162,0.010990979977708025
1.6999999999999953,compress,0.027653263767333493,0.010990992862765342
1.704166666666662,compress,0.027486794879348655,0.010990998255691591
1.7083333333333286,compress,0.027321326869113646,0.010991000594930194
1.7124999999999952,compress,0.027156855843459348,0.010991002294099795
1.716666666666662,compress,0.026993377009826444,0.010991003771405472
1.7208333333333286,compress,0.02683088500229824,0.010991004931608973
1.7249999999999952,compress,0.026669374165062435,0.01099100571767063
1.7291666666666619,compress,0.02650883872073013,0.01099100614304834
1.7333333333333285,compress,0.026349272852436444,0.010991006242144979
1.7374999999999952,compress,0.02619067074114537,0.010991006047702997
1.7416666666666618,compress,0.02603302658316416,0.010991005588114293
1.7458333333333285,compress,0.025876334598923148,0.010991004889135111
1.7499999999999951,compress,0.025720589037505424,0.010991003974915436
1.7541666666666618,compress,0.02556578417894944,0.010991002868238304
1.7583333333333284,compress,0.025411914335379683,0.010991001590533301
1.762499999999995,compress,0.025258973851537837,0.010991000161891869
1.7666666666666617,compress,0.02510695710501314,0.010990998601108328
1.7708333333333284,compress,0.024955858506321513,0.010990996925728401
1.774999999999995,compress,0.024805672498906993,0.010990995152096526
1.7791666666666617,release,0.024656393559101715,0.010990993295401073
1.7833333333333283,release,0.02495859605952208,0.010992911866152776
1.787499999999995,release,0.025485363117808163,0.01099252561390263
1.7916666666666616,release,0.026122653914099694,0.010991866571236379
1.7958333333333283,release,0.02681322986471335,0.010991427007629962
1.799999999999995,release,0.0275283730890346,0.010991204589541899
1.8041666666666616,release,0.028253683073123925,0.010991094416636106
1.8083333333333282,release,0.028981921626695134,0.010991036137989305
1.812499999999995,release,0.0297094384072306,0.01099100963712082
1.8166666666666615,release,0.030434409951764562,0.01099099248031672
1.8208333333333282,release,0.03115593266280427,0.010990979230159447
1.8249999999999948,release,0.03187356548972026,0.010990969116232055
1.8291666666666615,release,0.032587099852340075,0.01099096139593252
1.8333333333333282,release,0.03329644389071784,0.01099095534373736
1.8374999999999948,release,0.03400156429977315,0.010990950513409503
1.8416666666666615,release,0.03470245711782179,0.010990946670571908
1.845833333333328,release,0.035399133052793276,0.010990943676575984
1.8499999999999948,release,0.036091610108459266,0.010990941431976894
1.8541666666666614,release,0.0367799098788944,0.010990939858122158
1.858333333333328,release,0.03746405568681134,0.010990938890101946
1.8624999999999947,release,0.03814407164858774,0.010990938472397809
1.8666666666666614,release,0.038819982204915685,0.010990938556055
1.870833333333328,release,0.03949181188539355,0.01099093909705589
1.8749999999999947,release,0.04015958519066753,0.010990940055409083
1.8791666666666613,release,0.04082332653364204,0.010990941394584853
1.883333333333328,coast,0.041483060210371285,0.010990943081115683
1.8874999999999946,stance,0.041950881226364915,0.010990644177107189
1.8916666666666613,stance,0.04220805898830868,0.010990338452652028
1.895833333333328,stance,0.042360211154710156,0.010990607165440053
1.8999999999999946,stance,0.04245943706639058,0.010990768534808406
1.9041666666666612,stance,0.04253192911463549,0.01099090592651241
1.9083333333333279,stance,0.04259085337171468,0.010990983300458721
1.9124999999999945,stance,0.04264282421630526,0.010991012006020527
1.9166666666666612,stance,0.04269116527816263,0.010991018004391475
1.9208333333333278,stance,0.04273754774219522,0.010991016168014548
1.9249999999999945,stance,0.04278281248676721,0.010991011539599348
1.9291666666666611,stance,0.04282738295867204,0.010991005622768587
